Generating SQLite file nsys_vlp1d_1v_float32_N4096_solver0.sqlite from nsys_vlp1d_1v_float32_N4096_solver0.nsys-rep
Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/nvtx_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain NV Tools Extension (NVTX) data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls     Avg (ns)         Med (ns)      Min (ns)     Max (ns)       StdDev (ns)             Name         
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain KHR Extension (KHR_DEBUG) data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/opengl_khr_gpu_range_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain GPU KHR Extension (KHR_DEBUG) data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/vulkan_marker_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain Vulkan Debug Extension (Vulkan Debug Util) data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/vulkan_gpu_marker_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain GPU Vulkan Debug Extension (GPU Vulkan Debug markers) data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/dx11_pix_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain DX11 CPU debug markers.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/dx12_gpu_marker_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain DX12 GPU debug markers.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/dx12_pix_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain DX12 CPU debug markers.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/wddm_queue_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain WDDM context data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/um_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/um_total_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/um_cpu_page_faults_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/openacc_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain OpenACC event data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/syscall_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain syscall data.

